Producto_ID,NombreProducto,product_shortname,cluster
9249,Canelitas 30g CU MLA 9249,Canelitas 30g,26
9302,Principe 42 5g CU MLA 9302,Principe 42 5g,12
9416,Chocoretas 10g RIC 9416,Chocoretas 10g,14
9699,Mentho Plus Miel 30g RIC 9699,Mentho Plus Miel 30g,26
9711,Oatnut 680g ORO 9711,Oatnut 680g,1
9717,Pan 12 Grain 680g ORO 9717,Pan 12 Grain 680g,1
9753,100pct Whole Wheat 680g ORO 9753,100pct Whole Wheat 680g,1
9756,Butter Milk Bread 680g ORO 9756,Butter Milk Bread 680g,1
9764,Bubulubu Twin Pack 70g RIC 9764,Bubulubu Twin Pack 70g,24
9798,Chicks Vitrolero 1470g EXP CA CHK 9798,Chicks Vitrolero 1470g,8
9853,Pasteles yo Galletas 2a 500g MLA 9853,Pasteles yo Galletas 2a 500g,30
9869,Pan Blanco 470g BIM 9869,Pan Blanco 470g,16
30007,Duo Nito 124g SP MTB BIM 30007,Duo Nito 124g,25
30008,Duo Nito 124g SP TAB BIM 30008,Duo Nito 124g,25
30009,Submarinos Chocolate 3p 105g MLA 30009,Submarinos Chocolate 3p 105g,13
30010,Submarinos Chocolate 3p 105g MTA MLA 30010,Submarinos Chocolate 3p 105g,13
30011,Submarinos Fresa 3p 105g MLA 30011,Submarinos Fresa 3p 105g,10
30012,Submarinos Fresa 3p 105g MTA MLA 30012,Submarinos Fresa 3p 105g,10
30014,Submarinos Vainilla 3p 105g MLA 30014,Submarinos Vainilla 3p 105g,11
30015,Submarinos Vainilla 3p 105g MTA MLA 30015,Submarinos Vainilla 3p 105g,11
30091,Raztachoc 1p 40g BIM 30091,Raztachoc 1p 40g,3
30092,Raztachoc 1p 40g MTA BIM 30092,Raztachoc 1p 40g,3
30099,Camioncitos Bimbo BIM 30099,Camioncitos,12
30100,Trailer 20g BIM 30100,Trailer 20g,26
30110,Takis Fuego 56g BAR 30110,Takis Fuego 56g,19
30111,Takis Fajitas 56g BAR 30111,Takis Fajitas 56g,19
30112,Takis Salsa Brava 56g BAR 30112,Takis Salsa Brava 56g,19
30137,Napi 25g MTA MLA 30137,Napi 25g,21
30172,Medias Noches 8p 340g Prom MTA BIM 30172,Medias Noches 8p 340g,20
30173,Medias Noches 8p 340g Prom BIM 30173,Medias Noches 8p 340g,20
30177,Bran Frut Fresa 6p 240g Var BIM 30177,Bran Frut Fresa 6p 240g,3
30178,Bran Frut Pina 6p 240g Var BIM 30178,Bran Frut Pina 6p 240g,3
30187,Sprite Lata 24p 355ml CC 30187,Sprite Lata 24p 355ml,22
30189,Fresca Lata 24p 355ml CC 30189,Fresca Lata 24p 355ml,22
30190,Fanta Lata 24p 355ml CC 30190,Fanta Lata 24p 355ml,22
30191,Manzana Lift Lata 24p 355ml CC 30191,Manzana Lift Lata 24p 355ml,22
30194,Tostada Ond Roja Tubo 30p 360g TBE MR 30194,Tostada Ond Roja Tubo 30p 360g,4
30195,Tostada Ondulada Tubo 30p 360g TBE MR 30195,Tostada Ondulada Tubo 30p 360g,4
30214,Tartinas Fresa 8p 104g TR 30214,Tartinas Fresa 8p 104g,10
30215,Tartinas Pina 8p 104g TR 30215,Tartinas Pina 8p 104g,24
30218,Bran Frut Mango 48g BIM 30218,Bran Frut Mango 48g,3
30227,Tortilla Harina Casera 10p 220g DH 30227,Tortilla Harina Casera 10p 220g,8
30235,Barritas Pina KC 8p 600g CU MLA 30235,Barritas Pina KC 8p 600g,24
30236,Barritas Fresa KC 8p 600g CU MLA 30236,Barritas Fresa KC 8p 600g,10
30249,Tartinas Fresa 8p 104g MTB TR 30249,Tartinas Fresa 8p 104g,10
30250,Tartinas Fresa 8p 104g TAB TR 30250,Tartinas Fresa 8p 104g,10
30251,Tartinas Pina 8p 104g TAB TR 30251,Tartinas Pina 8p 104g,24
30252,Tartinas Pina 8p 104g MTB TR 30252,Tartinas Pina 8p 104g,24
30265,Bran Frut Mango 48g MTB BIM 30265,Bran Frut Mango 48g,3
30266,Bran Frut Mango 48g TAB BIM 30266,Bran Frut Mango 48g,3
30280,Camioncito Bimbo Modelo 3 BIM 30280,Camioncito Bimbo Modelo 3,29
30289,Pan Natura Granos Enteros 567g MTA BIM 30289,Pan Natura Granos Enteros 567g,16
30302,Tostado 210g y Cajeta Quemada 18g BIM 30302,Tostado 210g y Cajeta Quemada 18g,4
30305,Tostado Resellable 210g BIM 30305,Tostado Resellable 210g,4
30306,Tostado Resellable 210g MTA BIM 30306,Tostado Resellable 210g,4
30314,Canelitas KC 360g MLA 30314,Canelitas KC 360g,26
30315,Polvorones KC 450g MLA 30315,Polvorones KC 450g,5
30332,Leche Gansito Chocolate 24p MLA 30332,Leche Gansito Chocolate 24p,13
30349,Mini Gansito 30g MTA MLA 30349,Mini Gansito 30g,19
30354,Polvorones 113g MLA 30354,Polvorones 113g,5
30355,Polvorones 113g MTB MLA 30355,Polvorones 113g,5
30370,Tortillinas 12p 310g Prom TR 30370,Tortillinas 12p 310g,27
30371,Tortillinas 12p 310g WM MTA TR 30371,Tortillinas 12p 310g,27
30372,Tortillinas 12p 310g Prom TAB TR 30372,Tortillinas 12p 310g,27
30374,Tostado 270g BIM 30374,Tostado 270g,4
30375,Tostado 270g TNB BIM 30375,Tostado 270g,4
30376,Tostado 270g TAB BIM 30376,Tostado 270g,4
30378,Agua Ciel Jamaica 12p 600ml CC 30378,Agua Ciel Jamaica 12p 600ml,27
30379,Agua Ciel Jamaica 24p 600ml CC 30379,Agua Ciel Jamaica 24p 600ml,17
30380,Agua Ciel Limon 12p 600ml CC 30380,Agua Ciel Limon 12p 600ml,27
30381,Agua Ciel Limon 24p 600ml CC 30381,Agua Ciel Limon 24p 600ml,17
30383,Agua Ciel Natural 24p 600ml CC 30383,Agua Ciel Natural 24p 600ml,17
30384,Coca Cola Lata 12p 355ml CC 30384,Coca Cola Lata 12p 355ml,22
30385,Coca Cola Light Lata 12p 355ml CC 30385,Coca Cola Light Lata 12p 355ml,22
30387,Manzana Lift Lata 12p 355ml CC 30387,Manzana Lift Lata 12p 355ml,22
30393,Powerade Naranja 12p 600ml CC 30393,Powerade Naranja 12p 600ml,27
30397,Barra Mora Azul GH 6p 31g MP 30397,Barra Mora Azul GH 6p 31g,1
30399,Lata Surtido de Galletas 454g Cimab GBI 30399,Lata Surtido de Galletas 454g,30
30403,Pan Integral 370g Prom BIM 30403,Pan Integral 370g,1
30408,Choco Roles Fresa 2p 67g CC MLA 30408,Choco Roles Fresa 2p 67g,2
30409,Empanaditas Fresa 20p 506g DH 30409,Empanaditas Fresa 20p 506g,10
30413,Tortillinas Burreras 20p 1020g MTA TR 30413,Tortillinas Burreras 20p 1020g,15
30415,Polvoroncitos Caseros 8p 130g TR 30415,Polvoroncitos Caseros 8p 130g,8
30416,Polvoroncitos Caseros 8p 130g MTA TR 30416,Polvoroncitos Caseros 8p 130g,8
30417,Polvoroncitos Caseros 8p 130g TAB TR 30417,Polvoroncitos Caseros 8p 130g,8
30418,Silueta Fresa 22g BIM 30418,Silueta Fresa 22g,10
30419,Silueta Fresa 22g MTB BIM 30419,Silueta Fresa 22g,10
30421,Silueta Fresa 6p 132g BIM 30421,Silueta Fresa 6p 132g,10
30422,Silueta Fresa 6p 132g CU BIM 30422,Silueta Fresa 6p 132g,10
30423,Silueta Fresa 6p 132g MTA BIM 30423,Silueta Fresa 6p 132g,10
30424,Silueta Fresa 6p 132g TAB BIM 30424,Silueta Fresa 6p 132g,10
30437,Rocks 6p 45g MLA 30437,Rocks 6p 45g,23
30461,Barra Arroz con Fruta Seca DIF 25g BIM 30461,Barra Arroz con Fruta Seca DIF 25g,21
30473,Mi Napi 25g MLA 30473,Mi Napi 25g,21
30475,Mini Bigotes Chocolate 5p 65g SP CU TR 30475,Mini Bigotes Chocolate 5p 65g,13
30477,Panque Chocolate 255g BIM 30477,Panque Chocolate 255g,13
30505,Tortillinas 22p 570g Prom TR 30505,Tortillinas 22p 570g,15
30506,Tortillinas 22p 570g Prom MTA TR 30506,Tortillinas 22p 570g,15
30507,Tortillinas 22p 570g Prom TAB TR 30507,Tortillinas 22p 570g,15
30531,Principe 10p 106g Prom MLA 30531,Principe 10p 106g,12
30532,Principe 10p 106g Prom MTB MLA 30532,Principe 10p 106g,12
30533,Principe 10p 106g Prom TAB MLA 30533,Principe 10p 106g,12
30543,Principe Dble Choc 10p 110g Prom MLA 30543,Principe Dble Choc 10p 110g,12
30544,Principe Dble Choc 10p 110g Prom MTB MLA 30544,Principe Dble Choc 10p 110g,12
30548,Suavicremas Chocolate 84g MLA 30548,Suavicremas Chocolate 84g,13
30549,Suavicremas Chocolate 84g MTA MLA 30549,Suavicremas Chocolate 84g,13
30550,Suavicremas Chocolate 84g TAB MLA 30550,Suavicremas Chocolate 84g,13
30551,Suavicremas Fresa 84g MLA 30551,Suavicremas Fresa 84g,10
30552,Suavicremas Fresa 84g MTA MLA 30552,Suavicremas Fresa 84g,10
30553,Suavicremas Fresa 84g TAB MLA 30553,Suavicremas Fresa 84g,10
30554,Suavicremas Vainilla 84g MLA 30554,Suavicremas Vainilla 84g,11
30555,Suavicremas Vainilla 84g MTA MLA 30555,Suavicremas Vainilla 84g,11
30556,Suavicremas Vainilla 84g TAB MLA 30556,Suavicremas Vainilla 84g,11
30562,Sandwich Integral 112g LON 30562,Sandwich Integral 112g,1
30566,Joya Sabor Manzana Lata 355ml CC 30566,Joya Sabor Manzana Lata 355ml,22
30567,Joya Sabor Toronja Lata 355ml CC 30567,Joya Sabor Toronja Lata 355ml,22
30568,Barritas Fresa Salvado 67g MLA 30568,Barritas Fresa Salvado 67g,10
30569,Barritas Fresa Salvado 67g Prom MTB MLA 30569,Barritas Fresa Salvado 67g,10
30570,Barritas Fresa Salvado 67g TAB MLA 30570,Barritas Fresa Salvado 67g,10
30571,Barritas Fresa 67g MLA 30571,Barritas Fresa 67g,10
30572,Barritas Fresa 67g Prom MTB MLA 30572,Barritas Fresa 67g,10
30573,Barritas Fresa 67g TAB MLA 30573,Barritas Fresa 67g,10
30574,Barritas Pina 67g MLA 30574,Barritas Pina 67g,24
30575,Barritas Pina 67g Prom MTB MLA 30575,Barritas Pina 67g,24
30576,Barritas Pina 67g TAB MLA 30576,Barritas Pina 67g,24
30581,Cuernito Jamon y Queso 80g LON 30581,Cuernito Jamon y Queso 80g,2
30582,Sandwich Blanco Jamon 90g LON 30582,Sandwich Blanco Jamon 90g,16
30584,Sand Bco Jamon sn Chile 86g LON 30584,Sand Bco Jamon sn Chile 86g,15
30593,Lata Ola 2 Navidena 6p 400g GBI 30593,Lata Ola 2 Navidena 6p 400g,22
30594,Lata Ola 3 Navidena 6p 400g GBI 30594,Lata Ola 3 Navidena 6p 400g,22
30595,Lata Ola 4 Paul Frank 6p 400g GBI 30595,Lata Ola 4 Paul Frank 6p 400g,22
30599,Wonder 100pct Ajonjoli 680g WON 30599,Wonder 100pct Ajonjoli 680g,1
30626,Rosca Reyes 430g TR 30626,Rosca Reyes 430g,21
30646,Bombonete Temporalidad 55g SP MLA 30646,Bombonete Temporalidad 55g,14
30693,Polvoroncitos Caseros 8p 130g SP CU TR 30693,Polvoroncitos Caseros 8p 130g,8
30694,Polvoroncitos Caseros 8p 130g SP MTA TR 30694,Polvoroncitos Caseros 8p 130g,8
30700,Barra Oroweat 35g ORO 30700,Barra Oroweat 35g,1
30706,Bimbollos Extra 6p 480g Prom MTA BIM 30706,Bimbollos Extra 6p 480g,9
30707,Empanaditas Fresa 20p 506g Prom DH 30707,Empanaditas Fresa 20p 506g,10
30723,Tuinky Fresas con Crema 4p 152g WON 30723,Tuinky Fresas con Crema 4p 152g,10
30735,Leche Nito 236ml CU BIM 30735,Leche Nito 236ml,19
30746,Tostada Kodyz 20p 350g TBE KOD 30746,Tostada Kodyz 20p 350g,4
30749,Tostada Roja 50p 585g TBE DH 30749,Tostada Roja 50p 585g,4
30751,Barra Nutriavena Fresa 6p 224g MTA BIM 30751,Barra Nutriavena Fresa 6p 224g,10
30772,Tortilla 20p 550g TR 30772,Tortilla 20p 550g,8
30773,Agua Ciel Natural 12p 600ml CU CC 30773,Agua Ciel Natural 12p 600ml,27
30784,Barra Multigrano Nuez 1p 34g BIM 30784,Barra Multigrano Nuez 1p 34g,1
30785,Barra Nutriavena Fresa 1p 32g BIM 30785,Barra Nutriavena Fresa 1p 32g,10
30805,Cuernitos Famili Pack 3p 150g TAB TR 30805,Cuernitos Famili Pack 3p 150g,23
30813,Pipucho 50g MTB MLA 30813,Pipucho 50g,19
30814,Pipucho 49g TAB MLA 30814,Pipucho 49g,7
30815,Barra Multigrano Nuez 1p 34g MTB BIM 30815,Barra Multigrano Nuez 1p 34g,1
30827,Surtido Tartaletas Golden Hills 340g MP 30827,Surtido Tartaletas Golden Hills 340g,28
30830,Barra Multigrano Linaza 1p 32g BIM 30830,Barra Multigrano Linaza 1p 32g,1
30831,Barra Multigrano Linaza 1p 32g TAB BIM 30831,Barra Multigrano Linaza 1p 32g,1
30832,Barra Multigrano Linaza 1p 32g MTB BIM 30832,Barra Multigrano Linaza 1p 32g,1
30859,Bisquet con Salvado 115g MTA TR 30859,Bisquet con Salvado 115g,23
30871,Empanaditas Pina 20p DH 30871,Empanaditas Pina 20p,24
30877,Duo Gansito Clasico 50g MLA 30877,Duo Gansito Clasico 50g,19
30888,Empanaditas Pina 20p Prom DH 30888,Empanaditas Pina 20p,24
30900,Sandwich Blanco Jamon 90g MTA LON 30900,Sandwich Blanco Jamon 90g,16
30904,Sandwich Integral 112g Prom MTA LON 30904,Sandwich Integral 112g,1
30906,Cuernito Jamon y Queso 80g Prom MTA LON 30906,Cuernito Jamon y Queso 80g,2
30916,Barri Frut Fresa 12p 37g Prom Dpy CU BIM 30916,Barri Frut Fresa 12p 37g,10
30917,Barri Frut Fresa 37g Cj CU BIM 30917,Barri Frut Fresa 37g,10
30919,Saladas 175g LAR 30919,Saladas 175g,13
30946,Bimbunuelos con Canela 2p 33g BIM 30946,Bimbunuelos con Canela 2p 33g,18
30954,Submarinos Fresa 4p 140g Prom MLA 30954,Submarinos Fresa 4p 140g,10
30957,Totopo Chipotle 200g MR 30957,Totopo Chipotle 200g,5
30958,Empanzador Crujiente Prom BIM 30958,Empanzador,14
30971,Tartinas Fresa 8p 104g SP CU TR 30971,Tartinas Fresa 8p 104g,10
30972,Tartinas Pina 8p 104g SP CU TR 30972,Tartinas Pina 8p 104g,24
30973,Rielito 65g SP CU TR 30973,Rielito 65g,5
30980,Bolsa Orejitas 100g CU TR 30980,Bolsa Orejitas 100g,28
30999,Duo Rocko 88g MLA 30999,Duo Rocko 88g,25
31001,Duo Rocko 88g MTA MLA 31001,Duo Rocko 88g,25
31003,Mask Fresko Yerbabuena 6p 27g MSK 31003,Mask Fresko Yerbabuena 6p 27g,26
31004,Mask Fresko Menta 6p 27g MSK 31004,Mask Fresko Menta 6p 27g,26
31005,Tartinas Fresa 8p 104g SP MTB TR 31005,Tartinas Fresa 8p 104g,10
31006,Tartinas Pina 8p 104g SP MTB TR 31006,Tartinas Pina 8p 104g,24
31013,Gansi Premio 1p 50g MLA 31013,Gansi Premio 1p 50g,19
31015,Gansi Premio 1p 50g MTB MLA 31015,Gansi Premio 1p 50g,19
31031,Tartinas Zarzamora 8p 104g TR 31031,Tartinas Zarzamora 8p 104g,10
31032,Tartinas Zarzamora 8p 104g TAB TR 31032,Tartinas Zarzamora 8p 104g,10
31033,Tartinas Zarzamora 8p 104g MTB TR 31033,Tartinas Zarzamora 8p 104g,10
31067,Roscas Nuez sin Glass 32g GBI 31067,Roscas Nuez sin Glass 32g,14
31075,Galleta Avena Manz Canela 8p 100g TR 31075,Galleta Avena Manz Canela 8p 100g,30
31077,Galleta Avena Manz Canela 8p 100g MTA TR 31077,Galleta Avena Manz Canela 8p 100g,30
31080,Submarinos Fresa 4p 140g Prom MTB MLA 31080,Submarinos Fresa 4p 140g,10
31082,Submarinos Vainilla 4p 140g Prom MTB MLA 31082,Submarinos Vainilla 4p 140g,11
31083,Submarinos Chocolat 4p 140g Prom MTB MLA 31083,Submarinos Chocolat 4p 140g,13
31089,Chips Fuego 46g BAR 31089,Chips Fuego 46g,23
31095,Conchas 3p 180g Prom Sp TR 31095,Conchas 3p 180g,18
31098,Cuernitos 3p 150g Prom Sp TR 31098,Cuernitos 3p 150g,23
31100,Cuernitos 3p 150g Prom Sp MTA TR 31100,Cuernitos 3p 150g,23
31103,Doraditas 4p 147g Prom Sp MTA TR 31103,Doraditas 4p 147g,23
31118,Choco Roles Pina 3p 101g Prom MLA 31118,Choco Roles Pina 3p 101g,2
31119,Choco Roles Pina 3p 101g Prom TAB MLA 31119,Choco Roles Pina 3p 101g,2
31120,Choco Roles Pina 3p 101g Prom MTB MLA 31120,Choco Roles Pina 3p 101g,2
31123,Lonchera Plastica Baul 284g CU GBI 31123,Lonchera Plastica Baul 284g,17
31142,Gansito 6p 300g ME Prom MTB MLA 31142,Gansito 6p 300g,19
31145,Gansito Choc 6p 312g ME Prom MTB MLA 31145,Gansito Choc 6p 312g,19
31147,Tortilla Harina Casera 10p 220g MTA DH 31147,Tortilla Harina Casera 10p 220g,8
31149,Barra Nutriavena Fresa 2p 32g BIM 31149,Barra Nutriavena Fresa 2p 32g,10
31150,Barra Nutriavena Fresa 2p 32g MTA BIM 31150,Barra Nutriavena Fresa 2p 32g,10
31170,Tortilla Hna Hermosi 15p 410g DH 31170,Tortilla Hna Hermosi 15p 410g,8
31177,Bollos BK 5in 6p 489g MTA SL 31177,Bollos BK 5in 6p 489g,17
31184,Tostada Clasica 216g CJM SAN 31184,Tostada Clasica 216g,4
31186,Tostada Clasica 216g TBE SAN 31186,Tostada Clasica 216g,4
31187,Tostada Clasica 240g CJM SAN 31187,Tostada Clasica 240g,4
31188,Tostada Briobalance 240g CJM SAN 31188,Tostada Briobalance 240g,4
31189,Tostadita Corta 120g CJM SAN 31189,Tostadita Corta 120g,18
31190,Tostadita Corta 120g TBE SAN 31190,Tostadita Corta 120g,18
31191,Tostadita Mediana 184g CJM SAN 31191,Tostadita Mediana 184g,14
31192,Tostada Picadita Corta 100g CJM SAN 31192,Tostada Picadita Corta 100g,4
31194,Tostada Picadita Mediana 150g CJM SAN 31194,Tostada Picadita Mediana 150g,4
31197,Tostada Picadita Grande 240g CJM SAN 31197,Tostada Picadita Grande 240g,4
31198,Salmas 144g CJM SAN 31198,Salmas 144g,17
31199,Salmas 144g TBE SAN 31199,Salmas 144g,17
31200,Salmas 414g CJM SAN 31200,Salmas 414g,17
31201,Nachos 250g CJM SAN 31201,Nachos 250g,6
31203,Tostada Maiz 200g mas Brio CJM SAN 31203,Tostada Maiz 200g,4
31207,Tostada Maiz Horneadas 600g CUB SAN 31207,Tostada Maiz Horneadas 600g,4
31211,Churritos Chile y Limon 60g BAR 31211,Churritos Chile y Limon 60g,13
31221,Mini Gansito Pack 3p 75g MLA 31221,Mini Gansito Pack 3p 75g,19
31222,Mini Gansito Pack 3p 75g MTA MLA 31222,Mini Gansito Pack 3p 75g,19
31231,Barra Multigrano Mix 6p 198g MTA BIM 31231,Barra Multigrano Mix 6p 198g,1
31232,Barra Multigrano Mix 6p 198g CU BIM 31232,Barra Multigrano Mix 6p 198g,1
31245,Bran Frut Mix 20p CU BIM 31245,Bran Frut Mix 20p,3
31246,Bubulubu Twin Pack 70g Bolsa TR RIC 31246,Bubulubu Twin Pack 70g,24
31267,DuoPack BranFrut FresaPina 480g MTA BIM 31267,DuoPack BranFrut FresaPina 480g,9
31274,Roles Canela con Pasas 4p 240g BIM 31274,Roles Canela con Pasas 4p 240g,2
31277,Rebanada 4p 110g BIM 31277,Rebanada 4p 110g,23
31278,Rebanada 4p 110g MTA BIM 31278,Rebanada 4p 110g,23
31279,Rebanada 4p 110g TAB BIM 31279,Rebanada 4p 110g,23
31283,Bimbunuelos 6p 99g Prom BIM 31283,Bimbunuelos 6p 99g,18
31284,Bimbunuelos 6p 99g Prom MTB BIM 31284,Bimbunuelos 6p 99g,18
31298,Duo Bigotes 210g TR 31298,Duo Bigotes 210g,25
31299,Duo Bigotes 210g MTA TR 31299,Duo Bigotes 210g,25
31307,Tostado Integral 250g BIM 31307,Tostado Integral 250g,4
31309,Canelitas 90g MLA 31309,Canelitas 90g,26
31310,Canelitas 90g MTB MLA 31310,Canelitas 90g,26
31311,Canelitas 90g TAB MLA 31311,Canelitas 90g,26
31313,Duo Marias 170g CU LAR 31313,Duo Marias 170g,29
31315,Gansi Premio 1p 50g SP MLA 31315,Gansi Premio 1p 50g,19
31316,Gansi Premio 1p 50g SP MTB MLA 31316,Gansi Premio 1p 50g,19
31319,Hot Dog Inte Est Sonora 500g DIF BIM 31319,Hot Dog Inte Est Sonora 500g,20
31320,Barra Multigrano Nuez 12p Prom CU BIM 31320,Barra Multigrano Nuez 12p,27
31322,Bran Frut Fresa 18p Prom CU BIM 31322,Bran Frut Fresa 18p,3
31333,Mini Cereal Besos Canela 120g CU Cj GBI 31333,Mini Cereal Besos Canela 120g,18
31338,Lors 8p 74g SP MTB MLA 31338,Lors 8p 74g,6
31339,Lors 8p 74g SP TAB MLA 31339,Lors 8p 74g,6
31340,Plativolos 8p 64g SP MLA 31340,Plativolos 8p 64g,6
31341,Plativolos 8p 64g SP MTB MLA 31341,Plativolos 8p 64g,6
31392,Pan Doble Fibra 640g BIM 31392,Pan Doble Fibra 640g,1
31393,Pan Doble Fibra 640g MTA BIM 31393,Pan Doble Fibra 640g,1
31394,Pan Doble Fibra 640g TAB BIM 31394,Pan Doble Fibra 640g,1
31403,Tortillinas Grano Entero 10p 275g TR 31403,Tortillinas Grano Entero 10p 275g,15
31420,Bran Frut Energy 55g SP BIM 31420,Bran Frut Energy 55g,3
31421,Bran Frut Energy 55g SP MTB BIM 31421,Bran Frut Energy 55g,3
31423,Donas Azucar Tubo 10p 158g BIM 31423,Donas Azucar Tubo 10p 158g,25
31445,Barra Multigrano Linaza 12p 384g Cj BIM 31445,Barra Multigrano Linaza 12p 384g,27
31447,Duo Bran Frut Fresa y Cookie 60g BIM 31447,Duo Bran Frut Fresa y Cookie 60g,3
31457,Mantecadas Vain 6p 188g Det Prom TAB BIM 31457,Mantecadas Vain 6p 188g,14
31466,Principe Tubo 14p 152g SP MLA 31466,Principe Tubo 14p 152g,12
31467,Principe Tubo 14p 152g SP MTB MLA 31467,Principe Tubo 14p 152g,12
31468,Lors Tubo 18p 148g SP MLA 31468,Lors Tubo 18p 148g,6
31469,Lors Tubo 18p 148g SP MTB MLA 31469,Lors Tubo 18p 148g,6
31470,Triki Trakes Tubo 20p 174g SP MLA 31470,Triki Trakes Tubo 20p 174g,7
31471,Triki Trakes Tubo 20p 174g SP MTB MLA 31471,Triki Trakes Tubo 20p 174g,7
31473,Salmas 360g CJM SAN 31473,Salmas 360g,17
31474,Salmas Maiz Horn 108g CUB SAN 31474,Salmas Maiz Horn 108g,17
31476,Tripack Clasica 200g CJM SAN 31476,Tripack Clasica 200g,22
31484,Plativolos Tubo 18p 144g SP MLA 31484,Plativolos Tubo 18p 144g,6
31485,Plativolos Tubo 18p 144g SP MTB MLA 31485,Plativolos Tubo 18p 144g,6
31497,Thins Multigrano 340g ORO 31497,Thins Multigrano 340g,20
31498,Thins Multigrano 340g MTA ORO 31498,Thins Multigrano 340g,20
31499,Thins Fibra Granos Enteros 340g ORO 31499,Thins Fibra Granos Enteros 340g,20
31500,Thins Fibra Granos Enteros 340g MTA ORO 31500,Thins Fibra Granos Enteros 340g,20
31502,Tostado Integral 250g MTA BIM 31502,Tostado Integral 250g,4
31504,Tostado Integral 250g TAB BIM 31504,Tostado Integral 250g,4
31506,Polvoron 6p 113g MLA 31506,Polvoron 6p 113g,5
31507,Polvoron 6p 113g MTB MLA 31507,Polvoron 6p 113g,5
31508,Polvoron 6p 113g TAB MLA 31508,Polvoron 6p 113g,5
31510,Canelitas 50p 275g Tubo MTB MLA 31510,Canelitas 50p 275g,26
31511,Canelitas Tubo 33p 180g SP MLA 31511,Canelitas Tubo 33p 180g,6
31512,Canelitas Tubo 33p 180g SP MTB MLA 31512,Canelitas Tubo 33p 180g,6
31513,Polvorones Tubo 18p 250g SP MLA 31513,Polvorones Tubo 18p 250g,6
31514,Polvorones Tubo 18p 250g SP MTB MLA 31514,Polvorones Tubo 18p 250g,6
31516,Polvorones Tubo 27p 385g MTB MLA 31516,Polvorones Tubo 27p 385g,6
31518,Plativolos KC 691g MLA 31518,Plativolos KC 691g,6
31519,Polvorones KC 1058g MLA 31519,Polvorones KC 1058g,5
31520,Principe KC 719g MLA 31520,Principe KC 719g,12
31524,Salmas Maiz Horn 108g TBE SAN 31524,Salmas Maiz Horn 108g,17
31535,Medias Noches 10p 430g MTA BIM 31535,Medias Noches 10p 430g,20
31574,Galleta Manzana Canela 12p 150g TR 31574,Galleta Manzana Canela 12p 150g,27
31575,Polvoroncitos Caseros 12p 195g TR 31575,Polvoroncitos Caseros 12p 195g,27
31579,Suavicremas Chocolate 237g MLA 31579,Suavicremas Chocolate 237g,13
31580,Suavicremas Chocolate 237g MTA MLA 31580,Suavicremas Chocolate 237g,13
31581,Suavicremas Chocolate 237g TAB MLA 31581,Suavicremas Chocolate 237g,13
31582,Suavicremas Chocolate 158g SP MLA 31582,Suavicremas Chocolate 158g,13
31583,Suavicremas Fresa 237g MLA 31583,Suavicremas Fresa 237g,10
31584,Suavicremas Fresa 237g MTA MLA 31584,Suavicremas Fresa 237g,10
31585,Suavicremas Fresa 237g TAB MLA 31585,Suavicremas Fresa 237g,10
31586,Suavicremas Fresa 158g SP MTA MLA 31586,Suavicremas Fresa 158g,10
31587,Suavicremas Vainilla 237g MLA 31587,Suavicremas Vainilla 237g,11
31588,Suavicremas Vainilla 237g MTA MLA 31588,Suavicremas Vainilla 237g,11
31589,Suavicremas Vainilla 237g TAB MLA 31589,Suavicremas Vainilla 237g,11
31590,Suavicremas Vainilla 158g SP MTA MLA 31590,Suavicremas Vainilla 158g,11
31593,Polvorones Kc 605g CU MLA 31593,Polvorones Kc 605g,5
31594,Triki Trakes KC 417g CU MLA 31594,Triki Trakes KC 417g,7
31596,Sponch Fresa KC 675g MLA 31596,Sponch Fresa KC 675g,10
31599,Deliciosas Vainilla 90g LAR 31599,Deliciosas Vainilla 90g,11
31600,Deliciosas Vainilla 90g MTA LAR 31600,Deliciosas Vainilla 90g,11
31609,Deliciosas Vainilla 160g LAR 31609,Deliciosas Vainilla 160g,11
31610,Deliciosas Vainilla 160g MTA LAR 31610,Deliciosas Vainilla 160g,11
31612,Deliciosas Vainilla 380g LAR 31612,Deliciosas Vainilla 380g,11
31613,Deliciosas Vainilla 380g MTA LAR 31613,Deliciosas Vainilla 380g,11
31618,Chocochispas 80g LAR 31618,Chocochispas 80g,29
31619,Chocochispas 80g MTA LAR 31619,Chocochispas 80g,29
31621,Chocochispas 170g LAR 31621,Chocochispas 170g,29
31622,Chocochispas 170g MTA LAR 31622,Chocochispas 170g,29
31624,Chocochispas 280g LAR 31624,Chocochispas 280g,29
31625,Chocochispas 280g MTA LAR 31625,Chocochispas 280g,29
31626,Chocochispas 280g TAB LAR 31626,Chocochispas 280g,29
31627,Canapinas 140g LAR 31627,Canapinas 140g,23
31628,Canapinas 140g MTA LAR 31628,Canapinas 140g,23
31655,Deliciosas Chocolate 160g LAR 31655,Deliciosas Chocolate 160g,13
31656,Deliciosas Chocolate 160g MTA LAR 31656,Deliciosas Chocolate 160g,13
31667,Sandwich Blanco Jamon PPlus 90g MTA LON 31667,Sandwich Blanco Jamon PPlus 90g,16
31668,Sand Bco Jamon sn Chil PPlus 86g MTA LON 31668,Sand Bco Jamon sn Chil PPlus 86g,15
